,molecule_smi,smiles_token,smiles_attention,smarts_tox,tox_location,atom_tox_att,non_tox_location,atom_non_tox_att,att_bond
148,CN(C)C(=O)C=C,"['C', 'N', '(', 'C', ')', 'C', '(', '=', 'O', ')', 'C', '=', 'C']","[0.017637891694903374, 0.036484409123659134, 0.05241111293435097, 0.01374011766165495, 0.013916638679802418, 0.00817829929292202, 0.023953935131430626, 0.015179302543401718, 0.02255396358668804, 0.03688957169651985, 0.035268258303403854, 0.023835264146327972, 0.013504118658602238]",[#6]=[#6][C&X3](=[O&X1])[N&X3],"(6, 5, 3, 4, 1)","[0.036484409123659134, 0.00817829929292202, 0.02255396358668804, 0.035268258303403854, 0.013504118658602238]","(0, 2)","[0.017637891694903374, 0.01374011766165495]","[0.05241111293435097, 0.013916638679802418, 0.023953935131430626, 0.015179302543401718, 0.03688957169651985, 0.023835264146327972]"
149,CO[Si](CCC1CCC2OC2C1)(OC)OC,"['C', 'O', '[Si]', '(', 'C', 'C', 'C', '1', 'C', 'C', 'C', '2', 'O', 'C', '2', 'C', '1', ')', '(', 'O', 'C', ')', 'O', 'C']","[0.007267442997545004, 0.01591848023235798, 0.007950223051011562, 0.01118506956845522, 0.010356109589338303, 0.010970041155815125, 0.014505400322377682, 0.017147907987236977, 0.008027433417737484, 0.014086759649217129, 0.023143695667386055, 0.06274231523275375, 0.0431416817009449, 0.025852447375655174, 0.06381762772798538, 0.016686398535966873, 0.019371798262000084, 0.008856925182044506, 0.009174567647278309, 0.009387609548866749, 0.00901110004633665, 0.012056395411491394, 0.010304031893610954, 0.014145749621093273]",[C&X4]1[O&X2][C&X4]1,"(8, 9, 10)","[0.023143695667386055, 0.0431416817009449, 0.025852447375655174]","(0, 1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15)","[0.007267442997545004, 0.01591848023235798, 0.007950223051011562, 0.010356109589338303, 0.010970041155815125, 0.014505400322377682, 0.008027433417737484, 0.014086759649217129, 0.016686398535966873, 0.009387609548866749, 0.00901110004633665, 0.010304031893610954, 0.014145749621093273]","[0.01118506956845522, 0.017147907987236977, 0.06274231523275375, 0.06381762772798538, 0.019371798262000084, 0.008856925182044506, 0.009174567647278309, 0.012056395411491394]"
150,COS(=O)(=O)c1ccc(C)cc1,"['C', 'O', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 'c', 'c', '1']","[0.008772876113653183, 0.018526101484894753, 0.028702549636363983, 0.015260358341038227, 0.024482697248458862, 0.017092788591980934, 0.02124026231467724, 0.012417621910572052, 0.02236241102218628, 0.017633093520998955, 0.02345976047217846, 0.016366025432944298, 0.010747275315225124, 0.008988757617771626, 0.011947569437325, 0.01485410612076521, 0.01920318976044655, 0.014671155251562595, 0.020832417532801628, 0.01836649887263775, 0.011622867546975613, 0.013121147640049458]",[#6][S&v6&X4&!R](=[O&X1])(=[O&X1])[O&X2&!R][#6],"(5, 2, 3, 4, 1, 0)","[0.008772876113653183, 0.018526101484894753, 0.028702549636363983, 0.017092788591980934, 0.017633093520998955, 0.016366025432944298]","(6, 7, 8, 9, 10, 11)","[0.008988757617771626, 0.011947569437325, 0.01485410612076521, 0.014671155251562595, 0.01836649887263775, 0.011622867546975613]","[0.015260358341038227, 0.024482697248458862, 0.02124026231467724, 0.012417621910572052, 0.02236241102218628, 0.02345976047217846, 0.010747275315225124, 0.01920318976044655, 0.020832417532801628, 0.013121147640049458]"
151,COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3c(ccc(Cl)c3)C2=N1)c1ccc(OC(F)(F)F)cc1,"['C', 'O', 'C', '(', '=', 'O', ')', 'N', '(', 'C', '(', '=', 'O', ')', 'N', '1', 'C', 'O', 'C', '2', '(', 'C', '(', '=', 'O', ')', 'O', 'C', ')', 'C', 'c', '3', 'c', '(', 'c', 'c', 'c', '(', 'Cl', ')', 'c', '3', ')', 'C', '2', '=', 'N', '1', ')', 'c', '1', 'c', 'c', 'c', '(', 'O', 'C', '(', 'F', ')', '(', 'F', ')', 'F', ')', 'c', 'c', '1']","[0.005262961611151695, 0.007039524614810944, 0.005465005990117788, 0.008818318136036396, 0.005518381018191576, 0.009392574429512024, 0.012579243630170822, 0.008197072893381119, 0.01305553037673235, 0.005681587848812342, 0.01017749309539795, 0.009366019628942013, 0.009661054238677025, 0.008533461019396782, 0.010871760547161102, 0.006660681217908859, 0.004968450870364904, 0.01036028191447258, 0.010922163724899292, 0.05118680000305176, 0.010823707096278667, 0.005990130361169577, 0.0058018420822918415, 0.006562589202076197, 0.006798913236707449, 0.006631190422922373, 0.005363828036934137, 0.010905883274972439, 0.010740898549556732, 0.005443458911031485, 0.008278417401015759, 0.014884278178215027, 0.007765322923660278, 0.01035009790211916, 0.005583422724157572, 0.008058466948568821, 0.009915140457451344, 0.010302063077688217, 0.011540424078702927, 0.010104524902999401, 0.006336601916700602, 0.007510685827583075, 0.009769379161298275, 0.009450716897845268, 0.05397423729300499, 0.0160866416990757, 0.014629208482801914, 0.018820127472281456, 0.006546150892972946, 0.006149423774331808, 0.0064340210519731045, 0.004608777351677418, 0.006789969280362129, 0.004597780294716358, 0.007909823209047318, 0.013229266740381718, 0.006054302677512169, 0.011242111213505268, 0.012506715953350067, 0.006489697843790054, 0.004831407684832811, 0.0071885730139911175, 0.007695842068642378, 0.005939709488302469, 0.008668423630297184, 0.004445657134056091, 0.0061507634818553925, 0.006459629628807306]","['c12c(-,:cccc1)-[#6]-[#6]-[#6]-2', '[O&X2,S&X2][C&X3](=[O&X1,S&X1])[N&X3]']","(1, 2, 3, 4, 10, 15, 16, 17, 18, 19, 20, 22, 23)","[0.007039524614810944, 0.005465005990117788, 0.009392574429512024, 0.008197072893381119, 0.010922163724899292, 0.005443458911031485, 0.008278417401015759, 0.007765322923660278, 0.005583422724157572, 0.008058466948568821, 0.009915140457451344, 0.006336601916700602, 0.009450716897845268]","(0, 5, 6, 7, 8, 9, 11, 12, 13, 14, 21, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35)","[0.005262961611151695, 0.005681587848812342, 0.009661054238677025, 0.010871760547161102, 0.004968450870364904, 0.01036028191447258, 0.005990130361169577, 0.006798913236707449, 0.005363828036934137, 0.010905883274972439, 0.011540424078702927, 0.014629208482801914, 0.006149423774331808, 0.004608777351677418, 0.006789969280362129, 0.004597780294716358, 0.013229266740381718, 0.006054302677512169, 0.012506715953350067, 0.0071885730139911175, 0.005939709488302469, 0.004445657134056091, 0.0061507634818553925]","[0.009392574429512024, 0.008197072893381119, 0.009661054238677025, 0.004968450870364904, 0.010922163724899292, 0.005990130361169577, 0.005363828036934137, 0.005443458911031485, 0.008058466948568821, 0.009915140457451344, 0.006336601916700602, 0.009450716897845268, 0.006149423774331808, 0.004597780294716358, 0.012506715953350067, 0.005939709488302469]"
152,FC(F)(F)Oc1ccc(NC(=O)N/N=C(\Cc2ccc(C#N)cc2)c2cc(C(F)(F)F)ccc2)cc1,"['F', 'C', '(', 'F', ')', '(', 'F', ')', 'O', 'c', '1', 'c', 'c', 'c', '(', 'N', 'C', '(', '=', 'O', ')', 'N', '/', 'N', '=', 'C', '(', '\\', 'C', 'c', '2', 'c', 'c', 'c', '(', 'C', '#', 'N', ')', 'c', 'c', '2', ')', 'c', '2', 'c', 'c', '(', 'C', '(', 'F', ')', '(', 'F', ')', 'F', ')', 'c', 'c', 'c', '2', ')', 'c', 'c', '1']","[0.01102202758193016, 0.005419276654720306, 0.004760604817420244, 0.01033109799027443, 0.0056332373060286045, 0.0050834366120398045, 0.005829607602208853, 0.005096451845020056, 0.004916899371892214, 0.006515876855701208, 0.007629013154655695, 0.0036428014282137156, 0.005353052169084549, 0.0044088419526815414, 0.013681706972420216, 0.019314756616950035, 0.005924005527049303, 0.009324934333562851, 0.0070144920609891415, 0.009306921623647213, 0.012016461230814457, 0.014701660722494125, 0.028472304344177246, 0.017715387046337128, 0.012851935811340809, 0.009682363830506802, 0.009827536530792713, 0.009378965012729168, 0.010205449536442757, 0.022401167079806328, 0.02927444688975811, 0.010455374605953693, 0.00459105521440506, 0.004660948645323515, 0.01059873029589653, 0.012491199187934399, 0.021715089678764343, 0.014426402747631073, 0.009419801644980907, 0.009966856800019741, 0.010637153871357441, 0.020823076367378235, 0.020372727885842323, 0.006240109447389841, 0.02680082432925701, 0.011666798032820225, 0.004387842956930399, 0.007490595802664757, 0.0055901589803397655, 0.0056388359516859055, 0.014784618280827999, 0.007167714182287455, 0.004456371068954468, 0.007002219557762146, 0.0066401343792676926, 0.006037653889507055, 0.007696745917201042, 0.004082863684743643, 0.0066939848475158215, 0.015151936560869217, 0.018526965752243996, 0.013262826018035412, 0.00682535907253623, 0.00495568523183465, 0.005910579580813646]","['c[C&X4][F,Cl,Br,I]', '[*&!$(a)&!$(C=C)&!$(C#C)][C&X4][F,Cl,Br,I]']","(0, 1, 2, 3, 4, 26, 27, 28, 29, 30)","[0.01102202758193016, 0.005419276654720306, 0.01033109799027443, 0.005829607602208853, 0.004916899371892214, 0.004387842956930399, 0.0055901589803397655, 0.014784618280827999, 0.007002219557762146, 0.006037653889507055]","(5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35)","[0.006515876855701208, 0.0036428014282137156, 0.005353052169084549, 0.0044088419526815414, 0.019314756616950035, 0.005924005527049303, 0.009306921623647213, 0.014701660722494125, 0.017715387046337128, 0.009682363830506802, 0.010205449536442757, 0.022401167079806328, 0.010455374605953693, 0.00459105521440506, 0.004660948645323515, 0.012491199187934399, 0.014426402747631073, 0.009966856800019741, 0.010637153871357441, 0.006240109447389841, 0.011666798032820225, 0.004082863684743643, 0.0066939848475158215, 0.015151936560869217, 0.00682535907253623, 0.00495568523183465]","[0.01033109799027443, 0.004916899371892214, 0.006515876855701208, 0.005353052169084549, 0.005924005527049303, 0.009682363830506802, 0.010455374605953693, 0.00459105521440506, 0.012491199187934399, 0.009966856800019741, 0.006240109447389841, 0.004387842956930399, 0.0055901589803397655, 0.006037653889507055, 0.00682535907253623]"
153,N#C/C=C/c1ccccc1,"['N', '#', 'C', '/', 'C', '=', 'C', '/', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","[0.02736811898648739, 0.011305375955998898, 0.02162749134004116, 0.023389367386698723, 0.04134930297732353, 0.05251021310687065, 0.013879253529012203, 0.06415475159883499, 0.022525057196617126, 0.016271259635686874, 0.009109905920922756, 0.01352495327591896, 0.010407024063169956, 0.011296600103378296, 0.012690417468547821, 0.012789555825293064]",C=CC#[N&X1],"(3, 2, 1, 0)","[0.02736811898648739, 0.02162749134004116, 0.04134930297732353, 0.013879253529012203]","(4, 5, 6, 7, 8, 9)","[0.022525057196617126, 0.009109905920922756, 0.01352495327591896, 0.010407024063169956, 0.011296600103378296, 0.012690417468547821]","[0.011305375955998898, 0.023389367386698723, 0.05251021310687065, 0.06415475159883499, 0.016271259635686874, 0.012789555825293064]"
154,NC(=O)C1CO1,"['N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', 'O', '1']","[0.01819908618927002, 0.015980130061507225, 0.02544068731367588, 0.018166128545999527, 0.03292721509933472, 0.017061075195670128, 0.014234685339033604, 0.025500373914837837, 0.01073721144348383, 0.028524642810225487, 0.024610809981822968]",[C&X4]1[O&X2][C&X4]1,"(3, 5, 4)","[0.014234685339033604, 0.01073721144348383, 0.028524642810225487]","(0, 1, 2)","[0.01819908618927002, 0.015980130061507225, 0.03292721509933472]","[0.02544068731367588, 0.018166128545999527, 0.017061075195670128, 0.025500373914837837, 0.024610809981822968]"
155,NC(=O)OCC=C,"['N', 'C', '(', '=', 'O', ')', 'O', 'C', 'C', '=', 'C']","[0.01738995686173439, 0.018685532733798027, 0.018132716417312622, 0.017432712018489838, 0.019560297951102257, 0.01868288405239582, 0.0263525303453207, 0.020235273987054825, 0.0367400199174881, 0.027737386524677277, 0.01465579867362976]","[O&X2,S&X2][C&X3](=[O&X1,S&X1])[N&X3]","(3, 1, 2, 0)","[0.01738995686173439, 0.018685532733798027, 0.019560297951102257, 0.0263525303453207]","(4, 5, 6)","[0.020235273987054825, 0.0367400199174881, 0.01465579867362976]","[0.018132716417312622, 0.017432712018489838, 0.01868288405239582, 0.027737386524677277]"
156,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1,"['C', 'C', '(', 'C', ')', '(', 'c', '1', 'c', 'c', 'c', '(', 'O', 'c', '2', 'c', 'c', 'c', '(', 'N', ')', 'c', 'c', '2', ')', 'c', 'c', '1', ')', 'c', '1', 'c', 'c', 'c', '(', 'O', 'c', '2', 'c', 'c', 'c', '(', 'N', ')', 'c', 'c', '2', ')', 'c', 'c', '1']","[0.01353627908974886, 0.00877134408801794, 0.011812777258455753, 0.011942751705646515, 0.011389789171516895, 0.009145362302660942, 0.007452815305441618, 0.006767630577087402, 0.004822508431971073, 0.006233448628336191, 0.009911678731441498, 0.00910936389118433, 0.019489670172333717, 0.014647744596004486, 0.047829899936914444, 0.01193742360919714, 0.0080379294231534, 0.007669160608202219, 0.016672803089022636, 0.011236610822379589, 0.01442663837224245, 0.013833691366016865, 0.010473883710801601, 0.021343305706977844, 0.014822547324001789, 0.005682151764631271, 0.006753964349627495, 0.0076402705162763596, 0.008013279177248478, 0.006058845203369856, 0.008705413900315762, 0.0045954398810863495, 0.006847728509455919, 0.007805713918060064, 0.00910936389118433, 0.019489670172333717, 0.014647744596004486, 0.047829899936914444, 0.01193742360919714, 0.0080379294231534, 0.007669160608202219, 0.016672803089022636, 0.011236610822379589, 0.01442663837224245, 0.013833691366016865, 0.010473883710801601, 0.020943468436598778, 0.014845837838947773, 0.005261650308966637, 0.005648913327604532, 0.006854830775409937]","c1cc(-,:ccc1)-[#6](-c1ccccc1)-[#6]","(0, 1, 2, 3, 4, 5, 6, 15, 16, 17, 18, 19, 20, 29, 30)","[0.01353627908974886, 0.00877134408801794, 0.011942751705646515, 0.007452815305441618, 0.004822508431971073, 0.006233448628336191, 0.009911678731441498, 0.005682151764631271, 0.006753964349627495, 0.006058845203369856, 0.0045954398810863495, 0.006847728509455919, 0.007805713918060064, 0.005261650308966637, 0.005648913327604532]","(7, 8, 9, 10, 11, 12, 13, 14, 21, 22, 23, 24, 25, 26, 27, 28)","[0.019489670172333717, 0.014647744596004486, 0.01193742360919714, 0.0080379294231534, 0.007669160608202219, 0.011236610822379589, 0.013833691366016865, 0.010473883710801601, 0.019489670172333717, 0.014647744596004486, 0.01193742360919714, 0.0080379294231534, 0.007669160608202219, 0.011236610822379589, 0.013833691366016865, 0.010473883710801601]","[0.011812777258455753, 0.011389789171516895, 0.009145362302660942, 0.006767630577087402, 0.00910936389118433, 0.047829899936914444, 0.016672803089022636, 0.01442663837224245, 0.021343305706977844, 0.014822547324001789, 0.0076402705162763596, 0.008013279177248478, 0.008705413900315762, 0.00910936389118433, 0.047829899936914444, 0.016672803089022636, 0.01442663837224245, 0.020943468436598778, 0.014845837838947773, 0.006854830775409937]"
157,C[C@@]12[C@@H](C3=CC(=O)OC3)CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O,"['C', '[C@@]', '1', '2', '[C@@H]', '(', 'C', '3', '=', 'C', 'C', '(', '=', 'O', ')', 'O', 'C', '3', ')', 'C', 'C', '[C@]', '1', '(', 'O', ')', '[C@@H]', '1', 'C', 'C', '[C@@H]', '3', 'C', '[C@@H]', '(', 'O', ')', 'C', 'C', '[C@]', '3', '(', 'C', ')', '[C@H]', '1', 'C', '[C@H]', '2', 'O']","[0.006999267265200615, 0.01553180068731308, 0.020751578733325005, 0.029087578877806664, 0.013075529597699642, 0.006708828266710043, 0.00841278675943613, 0.015174336731433868, 0.010833335109055042, 0.008967450819909573, 0.020550403743982315, 0.016689015552401543, 0.006806775461882353, 0.007806817069649696, 0.008098279125988483, 0.011552193202078342, 0.011537488549947739, 0.01600784622132778, 0.009209886193275452, 0.005120762158185244, 0.006877866107970476, 0.02516319788992405, 0.0062314714305102825, 0.012067918665707111, 0.012560740113258362, 0.0070408727042376995, 0.015633491799235344, 0.006797837559133768, 0.006183883175253868, 0.011964492499828339, 0.015897972509264946, 0.006716681644320488, 0.0075178686529397964, 0.00984006468206644, 0.007797850761562586, 0.014337141998112202, 0.007691225502640009, 0.017392467707395554, 0.013434230349957943, 0.02058284543454647, 0.010876544751226902, 0.008749378845095634, 0.004673841875046492, 0.011173240840435028, 0.00930489506572485, 0.005225110799074173, 0.006209987681359053, 0.018301958218216896, 0.03255779668688774, 0.018320521339774132]","['[#6]1-[#6]-[#6]-[#6]2-[#6](-[#6]-1)-[#6]1-[#6](-[#6]3-[#6](-[#6]-[#6]-1)-[#6]-[#6]-[#6]-3)-[#6]-[#6]-2', '[#6]=[#6][C&X3](=[O&X1])-,:[!#1&!$([O&H1])]']","(1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26)","[0.01553180068731308, 0.013075529597699642, 0.00841278675943613, 0.008967450819909573, 0.020550403743982315, 0.007806817069649696, 0.011552193202078342, 0.005120762158185244, 0.006877866107970476, 0.02516319788992405, 0.015633491799235344, 0.006183883175253868, 0.011964492499828339, 0.015897972509264946, 0.0075178686529397964, 0.00984006468206644, 0.017392467707395554, 0.013434230349957943, 0.02058284543454647, 0.00930489506572485, 0.006209987681359053, 0.018301958218216896]","(0, 8, 12, 19, 23, 27)","[0.006999267265200615, 0.011537488549947739, 0.012560740113258362, 0.014337141998112202, 0.004673841875046492, 0.018320521339774132]","[0.013075529597699642, 0.00841278675943613, 0.020550403743982315, 0.011552193202078342, 0.011537488549947739, 0.02516319788992405, 0.012560740113258362, 0.006183883175253868, 0.0075178686529397964, 0.00984006468206644, 0.02058284543454647, 0.004673841875046492, 0.006209987681359053, 0.018320521339774132]"
158,ClC(Cl)C(=O)c1ccccc1,"['Cl', 'C', '(', 'Cl', ')', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","[0.019001377746462822, 0.013379593379795551, 0.023586176335811615, 0.022549228742718697, 0.012816776521503925, 0.014145194552838802, 0.05846629664301872, 0.020505264401435852, 0.023862270638346672, 0.02998732030391693, 0.018792683258652687, 0.012968760915100574, 0.012739577330648899, 0.012543869204819202, 0.013015071861445904, 0.012950376607477665, 0.014788697473704815, 0.014071996323764324]","[*&!$(a)&!$(C=C)&!$(C#C)][C&X4][F,Cl,Br,I]","(0, 1, 2, 3)","[0.019001377746462822, 0.013379593379795551, 0.022549228742718697, 0.014145194552838802]","(4, 5, 6, 7, 8, 9, 10)","[0.023862270638346672, 0.018792683258652687, 0.012739577330648899, 0.012543869204819202, 0.013015071861445904, 0.012950376607477665, 0.014788697473704815]","[0.023586176335811615, 0.012816776521503925, 0.05846629664301872, 0.020505264401435852, 0.02998732030391693, 0.012968760915100574, 0.014071996323764324]"
159,CC(=O)c1ccc(-c2ccccc2)cc1,"['C', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', '(', '-', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', 'c', 'c', '1']","[0.009826398454606533, 0.017224958166480064, 0.013392980210483074, 0.014090764336287975, 0.02112749218940735, 0.01910283975303173, 0.012453228235244751, 0.00981761235743761, 0.007112329360097647, 0.008104057982563972, 0.012175641022622585, 0.016961703076958656, 0.021760761737823486, 0.02579367347061634, 0.07531636208295822, 0.022776177152991295, 0.0214505847543478, 0.009253613650798798, 0.011698332615196705, 0.021705619990825653, 0.035588789731264114, 0.022734180092811584, 0.010298251174390316, 0.008364594541490078, 0.010324748232960701]","c1c(-,:cccc1)-c1ccccc1","(5, 6, 13, 14, 3, 4, 7, 8, 9, 10, 11, 12)","[0.012453228235244751, 0.007112329360097647, 0.008104057982563972, 0.012175641022622585, 0.021760761737823486, 0.02579367347061634, 0.022776177152991295, 0.0214505847543478, 0.009253613650798798, 0.011698332615196705, 0.021705619990825653, 0.010298251174390316]","(0, 1, 2)","[0.009826398454606533, 0.017224958166480064, 0.02112749218940735]","[0.013392980210483074, 0.014090764336287975, 0.01910283975303173, 0.00981761235743761, 0.016961703076958656, 0.07531636208295822, 0.035588789731264114, 0.022734180092811584, 0.010324748232960701]"
160,CCN(CC)CCOC(=O)C=C,"['C', 'C', 'N', '(', 'C', 'C', ')', 'C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', '=', 'C']","[0.007339552044868469, 0.03993245214223862, 0.02172001637518406, 0.04383154213428497, 0.025465453043580055, 0.01280541718006134, 0.012568846344947815, 0.005607565399259329, 0.01322099193930626, 0.015360602177679539, 0.010006415657699108, 0.01541088055819273, 0.014258977957069874, 0.01999589614570141, 0.03222165256738663, 0.030704302713274956, 0.022463897243142128, 0.012467189691960812]","['[#6]=[#6][C&X3](=[O&X1])-,:[!#1&!$([O&H1])]', '[#6]=[#6][C&X3](=[O&X1])[O&X2][#6]']","(6, 7, 8, 9, 10, 11)","[0.01322099193930626, 0.015360602177679539, 0.010006415657699108, 0.01999589614570141, 0.030704302713274956, 0.012467189691960812]","(0, 1, 2, 3, 4, 5)","[0.007339552044868469, 0.03993245214223862, 0.02172001637518406, 0.025465453043580055, 0.01280541718006134, 0.005607565399259329]","[0.025465453043580055, 0.01322099193930626, 0.012467189691960812]"
